lens_type,stage,store_location,inventory_available,elapsed_hours,sla_hours,days_in_current_stage,breached
Bifocal,QC,Kolkata,1,14,48,0,0
Progressive,Production,Delhi,1,7,72,5,0
Single Vision,Order Placed,Mumbai,1,14,24,3,0
Bifocal,Prescription Verified,Bangalore,1,59,48,0,0
Progressive,Production,Delhi,1,89,72,0,0
Single Vision,Packed,Kolkata,0,7,24,0,0
Single Vision,Shipped,Bangalore,1,60,24,1,0
Single Vision,Packed,Durgapur,1,10,24,4,0
Progressive,Packed,Mumbai,0,50,72,2,1
Bifocal,Lens Allocated,Delhi,0,5,48,1,0
Single Vision,Production,Bangalore,1,50,24,5,1
Progressive,Packed,Delhi,0,31,72,3,1
Progressive,Packed,Mumbai,0,68,72,5,1
Progressive,Order Placed,Bangalore,1,42,72,3,0
Single Vision,Production,Kolkata,1,64,24,4,1
Single Vision,Prescription Verified,Mumbai,0,28,24,5,1
Progressive,Shipped,Kolkata,0,60,72,3,1
Bifocal,Lens Allocated,Bangalore,0,93,48,3,1
Bifocal,Production,Bangalore,0,3,48,4,1
Single Vision,Prescription Verified,Mumbai,0,65,24,0,1
Bifocal,Prescription Verified,Durgapur,0,85,48,2,1
Progressive,Order Placed,Bangalore,1,75,72,5,1
Single Vision,Packed,Bangalore,1,64,24,5,1
Bifocal,Prescription Verified,Durgapur,1,88,48,3,1
Single Vision,Lens Allocated,Kolkata,0,7,24,0,0
Single Vision,Production,Mumbai,1,14,24,1,0
Bifocal,Shipped,Mumbai,1,8,48,5,0
Progressive,QC,Delhi,0,69,72,1,1
Progressive,Lens Allocated,Kolkata,0,68,72,3,1
Single Vision,Lens Allocated,Durgapur,0,90,24,5,1
Single Vision,Prescription Verified,Mumbai,0,14,24,3,1
Bifocal,Packed,Durgapur,0,76,48,3,1
Progressive,Packed,Mumbai,0,65,72,4,1
Bifocal,Lens Allocated,Kolkata,0,84,48,5,1
Single Vision,Prescription Verified,Bangalore,0,45,24,3,1
Single Vision,Lens Allocated,Delhi,1,25,24,2,0
Bifocal,Shipped,Durgapur,0,42,48,4,1
Single Vision,Packed,Kolkata,1,72,24,1,0
Progressive,Order Placed,Durgapur,1,67,72,3,1
Single Vision,QC,Bangalore,1,33,24,5,1
Progressive,Packed,Bangalore,1,90,72,3,1
Bifocal,Order Placed,Kolkata,0,53,48,5,1
Single Vision,Production,Kolkata,0,44,24,3,1
Single Vision,Order Placed,Kolkata,1,51,24,0,1
Single Vision,Production,Durgapur,0,83,24,3,1
Bifocal,Lens Allocated,Delhi,0,53,48,1,1
Bifocal,Production,Kolkata,0,6,48,0,1
Progressive,Packed,Mumbai,1,23,72,0,0
Bifocal,Production,Kolkata,1,19,48,1,0
Progressive,Prescription Verified,Delhi,0,89,72,4,1
Bifocal,Packed,Durgapur,1,95,48,3,1
Bifocal,Shipped,Mumbai,0,61,48,0,1
Single Vision,Order Placed,Durgapur,0,24,24,3,1
Single Vision,Production,Mumbai,0,50,24,1,1
Single Vision,Order Placed,Mumbai,0,49,24,1,0
Single Vision,Packed,Durgapur,1,100,24,1,0
Bifocal,Lens Allocated,Bangalore,1,19,48,0,0
Bifocal,Shipped,Delhi,1,3,48,0,0
Bifocal,Prescription Verified,Bangalore,0,50,48,1,1
Progressive,Lens Allocated,Delhi,1,9,72,3,0
Bifocal,QC,Delhi,1,41,48,1,1
Progressive,Packed,Mumbai,0,12,72,1,0
Progressive,Packed,Mumbai,0,90,72,4,1
Single Vision,Production,Mumbai,1,71,24,5,1
Bifocal,Lens Allocated,Mumbai,1,41,48,1,0
Single Vision,Production,Delhi,0,21,24,0,1
Single Vision,Packed,Bangalore,0,65,24,2,1
Single Vision,QC,Durgapur,1,87,24,1,1
Single Vision,Production,Durgapur,0,45,24,5,1
Bifocal,Shipped,Kolkata,1,15,48,2,1
Bifocal,Lens Allocated,Delhi,1,95,48,1,0
Bifocal,Prescription Verified,Mumbai,1,42,48,4,1
Progressive,Prescription Verified,Bangalore,1,79,72,2,1
Single Vision,Prescription Verified,Mumbai,1,17,24,2,0
Progressive,Shipped,Durgapur,1,17,72,1,0
Progressive,Lens Allocated,Delhi,1,86,72,1,1
Single Vision,Order Placed,Durgapur,0,28,24,4,1
Single Vision,Packed,Bangalore,0,52,24,1,1
Single Vision,QC,Durgapur,1,88,24,2,1
Single Vision,Shipped,Mumbai,0,61,24,4,1
Single Vision,Lens Allocated,Bangalore,0,9,24,5,1
Progressive,Packed,Kolkata,0,66,72,0,0
Bifocal,Production,Bangalore,1,100,48,1,0
Progressive,Packed,Mumbai,0,42,72,5,1
Progressive,Packed,Kolkata,0,38,72,3,1
Progressive,Lens Allocated,Mumbai,1,84,72,4,1
Single Vision,Packed,Mumbai,1,84,24,0,0
Bifocal,Shipped,Kolkata,1,24,48,5,0
Bifocal,Production,Mumbai,1,48,48,1,1
Single Vision,Packed,Mumbai,1,52,24,3,1
Single Vision,Production,Delhi,0,4,24,4,1
Bifocal,Prescription Verified,Durgapur,1,55,48,2,0
Progressive,QC,Kolkata,0,81,72,4,1
Progressive,Order Placed,Durgapur,1,47,72,3,0
Progressive,Prescription Verified,Mumbai,1,52,72,4,1
Bifocal,Prescription Verified,Bangalore,0,86,48,1,1
Single Vision,Prescription Verified,Kolkata,0,6,24,1,0
Bifocal,QC,Mumbai,0,21,48,1,1
Bifocal,Packed,Delhi,1,25,48,3,0
Bifocal,QC,Delhi,1,63,48,5,1
Bifocal,Shipped,Mumbai,0,2,48,5,1
Single Vision,Packed,Mumbai,1,3,24,1,0
Single Vision,Packed,Bangalore,1,53,24,3,1
Bifocal,Order Placed,Bangalore,0,46,48,4,1
Progressive,Packed,Durgapur,1,28,72,4,0
Bifocal,Packed,Bangalore,1,19,48,3,0
Progressive,Production,Durgapur,0,21,72,2,1
Single Vision,Order Placed,Kolkata,1,59,24,0,0
Progressive,Packed,Durgapur,1,74,72,5,1
Single Vision,Lens Allocated,Delhi,0,67,24,5,1
Single Vision,QC,Kolkata,0,24,24,3,1
Single Vision,QC,Durgapur,0,62,24,0,1
Bifocal,Packed,Durgapur,1,65,48,1,0
Bifocal,Prescription Verified,Durgapur,0,67,48,4,1
Bifocal,Packed,Bangalore,0,40,48,0,1
Progressive,Lens Allocated,Delhi,0,44,72,2,1
Progressive,QC,Bangalore,1,48,72,2,1
Progressive,Prescription Verified,Kolkata,1,37,72,3,0
Progressive,Lens Allocated,Mumbai,0,11,72,5,1
Bifocal,Packed,Mumbai,1,81,48,4,0
Single Vision,Production,Kolkata,1,95,24,2,1
Progressive,Order Placed,Delhi,0,34,72,2,1
Progressive,Order Placed,Delhi,0,45,72,5,1
Progressive,Shipped,Bangalore,1,50,72,1,0
Progressive,Packed,Delhi,1,49,72,1,0
Bifocal,Prescription Verified,Kolkata,1,83,48,5,1
Bifocal,Production,Durgapur,1,80,48,4,1
Progressive,Prescription Verified,Mumbai,0,60,72,2,1
Progressive,Prescription Verified,Durgapur,0,28,72,0,1
Single Vision,Lens Allocated,Delhi,1,56,24,0,0
Bifocal,Packed,Durgapur,1,48,48,1,0
Bifocal,Packed,Bangalore,0,93,48,1,1
Progressive,Packed,Mumbai,0,76,72,4,1
Progressive,Production,Mumbai,0,46,72,5,1
Progressive,Shipped,Mumbai,0,18,72,2,1
Single Vision,Packed,Bangalore,1,100,24,5,1
Progressive,Packed,Durgapur,0,19,72,5,1
Progressive,Prescription Verified,Delhi,0,59,72,1,1
Single Vision,Packed,Delhi,1,96,24,4,1
Single Vision,Order Placed,Durgapur,0,69,24,1,1
Single Vision,Order Placed,Bangalore,1,35,24,4,1
Bifocal,Production,Kolkata,1,57,48,4,1
Single Vision,Packed,Mumbai,0,84,24,1,0
Single Vision,Prescription Verified,Durgapur,1,47,24,4,1
Progressive,Order Placed,Kolkata,1,67,72,1,1
Single Vision,Prescription Verified,Bangalore,1,73,24,0,0
Progressive,Shipped,Durgapur,0,55,72,5,1
Progressive,QC,Mumbai,1,91,72,3,1
Progressive,Production,Kolkata,0,36,72,4,1
Progressive,Packed,Kolkata,0,74,72,3,0
Progressive,Lens Allocated,Durgapur,0,96,72,0,1
Progressive,Prescription Verified,Kolkata,1,61,72,0,1
Bifocal,Production,Bangalore,1,11,48,2,0
Progressive,Packed,Durgapur,1,32,72,2,0
Bifocal,QC,Kolkata,0,86,48,3,1
Single Vision,Prescription Verified,Delhi,1,14,24,5,0
Progressive,QC,Mumbai,1,42,72,3,1
Single Vision,QC,Delhi,1,67,24,1,1
Progressive,Packed,Durgapur,0,61,72,5,1
Single Vision,Order Placed,Durgapur,0,45,24,1,1
Single Vision,Lens Allocated,Delhi,0,33,24,1,1
Bifocal,Production,Delhi,0,56,48,4,1
Progressive,Packed,Bangalore,0,31,72,3,1
Single Vision,QC,Bangalore,0,76,24,2,1
Progressive,Production,Bangalore,1,49,72,1,1
Progressive,QC,Mumbai,1,23,72,0,0
Bifocal,QC,Delhi,1,92,48,0,1
Progressive,Order Placed,Durgapur,0,36,72,2,1
Bifocal,Prescription Verified,Mumbai,0,4,48,5,1
Progressive,Production,Delhi,0,32,72,5,1
Progressive,Order Placed,Bangalore,0,20,72,5,0
Progressive,Prescription Verified,Durgapur,1,44,72,5,0
Single Vision,Prescription Verified,Durgapur,1,21,24,0,1
Progressive,Lens Allocated,Kolkata,0,18,72,4,1
Single Vision,Order Placed,Durgapur,1,75,24,3,1
Single Vision,Order Placed,Mumbai,1,14,24,1,0
Progressive,QC,Bangalore,0,41,72,3,1
Bifocal,Prescription Verified,Bangalore,1,44,48,2,0
Progressive,QC,Delhi,1,3,72,0,0
Bifocal,Prescription Verified,Durgapur,0,85,48,4,1
Single Vision,Shipped,Bangalore,1,56,24,4,1
Single Vision,Prescription Verified,Durgapur,1,64,24,0,0
Bifocal,Order Placed,Delhi,0,96,48,5,1
Single Vision,Prescription Verified,Delhi,1,68,24,3,1
Bifocal,QC,Bangalore,1,40,48,3,1
Single Vision,Packed,Bangalore,1,8,24,5,0
Single Vision,QC,Kolkata,1,92,24,2,1
Progressive,Packed,Durgapur,1,65,72,0,1
Single Vision,Shipped,Delhi,0,81,24,5,1
Progressive,QC,Kolkata,1,75,72,5,1
Single Vision,Prescription Verified,Durgapur,1,37,24,3,1
Bifocal,Production,Durgapur,1,10,48,2,0
Bifocal,Production,Durgapur,1,31,48,2,0
Single Vision,Packed,Durgapur,0,25,24,5,1
Bifocal,Production,Durgapur,0,92,48,5,1
Single Vision,Production,Bangalore,0,31,24,5,1
Progressive,Production,Kolkata,1,92,72,5,0
Bifocal,Production,Durgapur,0,16,48,3,0
Single Vision,Production,Delhi,0,28,24,5,1
Bifocal,Prescription Verified,Bangalore,1,72,48,4,0
Single Vision,Packed,Mumbai,1,31,24,3,1
Progressive,QC,Bangalore,0,29,72,1,1
Progressive,QC,Delhi,0,11,72,1,1
Progressive,Production,Mumbai,0,18,72,5,1
Progressive,Shipped,Mumbai,0,15,72,5,1
Bifocal,Packed,Kolkata,0,71,48,0,1
Bifocal,Packed,Kolkata,1,47,48,3,1
Bifocal,Production,Mumbai,0,5,48,0,1
Bifocal,QC,Mumbai,0,74,48,4,1
Progressive,Packed,Durgapur,1,28,72,3,0
Single Vision,QC,Durgapur,0,84,24,1,1
Progressive,Shipped,Durgapur,0,53,72,3,1
Bifocal,QC,Durgapur,0,90,48,0,1
Bifocal,QC,Mumbai,1,61,48,1,1
Bifocal,Packed,Mumbai,0,98,48,1,1
Progressive,Packed,Durgapur,1,63,72,5,1
Bifocal,Prescription Verified,Delhi,0,61,48,5,1
Bifocal,Production,Mumbai,1,97,48,2,1
Progressive,Shipped,Delhi,1,45,72,1,0
Bifocal,Order Placed,Bangalore,1,62,48,3,1
Bifocal,Production,Durgapur,1,44,48,5,1
Progressive,QC,Bangalore,1,47,72,0,1
Bifocal,Lens Allocated,Bangalore,1,28,48,5,0
Bifocal,QC,Bangalore,0,71,48,5,1
Progressive,Prescription Verified,Kolkata,0,43,72,5,1
Progressive,Production,Kolkata,0,30,72,5,0
Single Vision,Order Placed,Mumbai,1,86,24,0,0
Progressive,Shipped,Mumbai,0,7,72,4,1
Bifocal,Lens Allocated,Mumbai,1,72,48,1,1
Single Vision,Lens Allocated,Bangalore,0,55,24,3,1
Single Vision,Packed,Durgapur,1,26,24,1,0
Progressive,QC,Bangalore,0,98,72,0,1
Bifocal,Prescription Verified,Kolkata,0,1,48,1,0
Single Vision,Prescription Verified,Mumbai,1,27,24,2,0
Progressive,Shipped,Mumbai,0,22,72,2,0
Single Vision,Production,Kolkata,0,64,24,0,1
Progressive,Lens Allocated,Kolkata,1,79,72,1,1
Single Vision,QC,Bangalore,0,35,24,4,1
Progressive,Packed,Durgapur,1,37,72,1,1
Progressive,Prescription Verified,Mumbai,0,63,72,4,1
Single Vision,Lens Allocated,Delhi,0,54,24,4,1
Bifocal,Packed,Mumbai,1,37,48,3,0
Single Vision,Shipped,Durgapur,1,74,24,1,0
Progressive,Shipped,Durgapur,0,91,72,3,1
Bifocal,Prescription Verified,Kolkata,1,73,48,0,0
Progressive,Packed,Durgapur,1,78,72,1,1
Single Vision,Packed,Kolkata,0,96,24,2,1
Single Vision,Order Placed,Bangalore,0,71,24,0,1
Bifocal,Production,Mumbai,1,76,48,3,0
Bifocal,Prescription Verified,Bangalore,0,73,48,4,1
Progressive,Shipped,Bangalore,0,90,72,4,1
Progressive,Lens Allocated,Bangalore,1,9,72,5,0
Progressive,Prescription Verified,Mumbai,1,14,72,1,0
Progressive,Shipped,Kolkata,0,37,72,4,1
Progressive,Prescription Verified,Bangalore,0,29,72,5,1
Single Vision,Prescription Verified,Mumbai,1,33,24,3,1
Single Vision,QC,Bangalore,0,54,24,5,1
Single Vision,Packed,Durgapur,1,47,24,1,0
Single Vision,Production,Kolkata,0,2,24,2,1
Single Vision,Packed,Mumbai,1,20,24,2,1
Progressive,Prescription Verified,Delhi,0,91,72,0,1
Single Vision,Order Placed,Kolkata,1,72,24,1,0
Progressive,Shipped,Mumbai,1,100,72,5,1
Progressive,Shipped,Delhi,0,8,72,3,1
Bifocal,Lens Allocated,Bangalore,0,54,48,4,0
Single Vision,Shipped,Delhi,0,32,24,0,1
Bifocal,Prescription Verified,Durgapur,1,34,48,3,0
Bifocal,Packed,Durgapur,0,51,48,5,1
Single Vision,Lens Allocated,Bangalore,1,54,24,2,0
Single Vision,Lens Allocated,Delhi,1,99,24,0,0
Progressive,Packed,Delhi,0,37,72,5,1
Bifocal,Lens Allocated,Kolkata,0,19,48,4,1
Progressive,Order Placed,Bangalore,1,61,72,3,1
Bifocal,Packed,Kolkata,0,89,48,2,1
Progressive,Production,Mumbai,0,22,72,3,1
Bifocal,Lens Allocated,Bangalore,1,90,48,0,0
Single Vision,Lens Allocated,Bangalore,0,38,24,2,1
Bifocal,Lens Allocated,Durgapur,1,72,48,1,0
Single Vision,Prescription Verified,Kolkata,1,51,24,2,0
Bifocal,Prescription Verified,Mumbai,1,78,48,3,1
Progressive,Production,Kolkata,1,28,72,2,0
Progressive,Order Placed,Bangalore,1,29,72,4,0
Progressive,Production,Delhi,1,97,72,0,1
Bifocal,QC,Bangalore,1,62,48,3,1
Single Vision,Packed,Mumbai,0,99,24,0,1
Progressive,Order Placed,Bangalore,0,40,72,5,1
Bifocal,Lens Allocated,Delhi,0,31,48,2,1
Progressive,QC,Kolkata,0,49,72,1,1
Single Vision,QC,Durgapur,0,2,24,5,1
Progressive,Order Placed,Durgapur,1,13,72,2,0
Bifocal,Lens Allocated,Kolkata,0,32,48,4,1
Single Vision,Production,Durgapur,0,43,24,0,1
Bifocal,Production,Durgapur,0,25,48,3,1
Progressive,Packed,Durgapur,0,90,72,3,1
Progressive,Prescription Verified,Delhi,1,1,72,4,0
Progressive,Lens Allocated,Delhi,1,5,72,1,1
Single Vision,Production,Durgapur,1,44,24,4,1
Single Vision,QC,Kolkata,0,2,24,3,1
Bifocal,Prescription Verified,Mumbai,0,55,48,2,1
Progressive,Order Placed,Kolkata,1,81,72,1,1
Progressive,Production,Delhi,1,12,72,0,0
Bifocal,Packed,Mumbai,0,13,48,0,0
Single Vision,Shipped,Bangalore,1,61,24,3,1
Bifocal,Production,Kolkata,1,8,48,1,0
Single Vision,QC,Delhi,1,35,24,2,1
Bifocal,QC,Delhi,0,94,48,1,0
Bifocal,Packed,Delhi,1,50,48,2,0
Single Vision,Lens Allocated,Kolkata,0,9,24,2,0
Bifocal,Lens Allocated,Mumbai,0,55,48,1,1
Single Vision,Packed,Mumbai,1,45,24,5,1
Single Vision,Prescription Verified,Mumbai,0,55,24,5,1
Progressive,Shipped,Delhi,0,57,72,1,1
Bifocal,Packed,Durgapur,1,96,48,5,1
Single Vision,Prescription Verified,Kolkata,0,66,24,4,1
Bifocal,Packed,Kolkata,0,56,48,0,1
Bifocal,Production,Delhi,0,84,48,2,1
Progressive,QC,Delhi,1,53,72,0,1
Progressive,Packed,Durgapur,1,66,72,4,1
Single Vision,Production,Delhi,0,49,24,0,1
Bifocal,QC,Delhi,1,63,48,5,1
Bifocal,Lens Allocated,Bangalore,1,42,48,3,1
Progressive,Lens Allocated,Durgapur,0,50,72,1,1
Bifocal,QC,Kolkata,1,70,48,3,1
Progressive,Prescription Verified,Mumbai,0,45,72,0,1
Progressive,QC,Bangalore,0,81,72,4,1
Bifocal,Lens Allocated,Durgapur,1,70,48,5,1
Progressive,Shipped,Bangalore,1,17,72,5,0
Progressive,Lens Allocated,Mumbai,1,64,72,1,1
Progressive,Prescription Verified,Mumbai,1,91,72,5,1
Progressive,Prescription Verified,Bangalore,0,99,72,3,1
Bifocal,Packed,Mumbai,0,9,48,0,0
Progressive,QC,Mumbai,1,42,72,0,0
Bifocal,Prescription Verified,Delhi,0,43,48,5,1
Progressive,Packed,Kolkata,1,64,72,3,1
Bifocal,QC,Mumbai,1,2,48,5,0
Bifocal,QC,Delhi,1,82,48,0,0
Single Vision,Order Placed,Kolkata,0,37,24,3,1
Progressive,Production,Delhi,0,43,72,5,1
Progressive,Lens Allocated,Delhi,1,60,72,4,1
Progressive,Lens Allocated,Kolkata,0,1,72,4,1
Progressive,QC,Mumbai,0,79,72,4,1
Progressive,Order Placed,Bangalore,1,56,72,5,1
Progressive,Lens Allocated,Kolkata,0,31,72,5,1
Bifocal,Production,Delhi,0,78,48,5,1
Progressive,Packed,Mumbai,1,22,72,5,0
Progressive,QC,Kolkata,0,26,72,0,1
Progressive,Production,Mumbai,1,19,72,3,0
Bifocal,QC,Durgapur,1,50,48,3,1
Single Vision,Lens Allocated,Delhi,0,78,24,4,1
Bifocal,QC,Bangalore,1,90,48,4,1
Single Vision,Production,Bangalore,1,65,24,4,1
Bifocal,Shipped,Durgapur,0,61,48,4,1
Single Vision,Lens Allocated,Delhi,1,89,24,4,1
Progressive,QC,Kolkata,1,67,72,3,1
Single Vision,QC,Durgapur,1,35,24,3,1
Single Vision,Production,Bangalore,1,92,24,0,1
Single Vision,Production,Delhi,0,13,24,5,1
Bifocal,Lens Allocated,Durgapur,1,36,48,0,0
Progressive,Packed,Bangalore,1,57,72,1,0
Bifocal,Production,Mumbai,0,20,48,5,1
Progressive,Production,Durgapur,1,8,72,2,0
Single Vision,Prescription Verified,Durgapur,0,74,24,2,1
Bifocal,Shipped,Durgapur,0,93,48,4,1
Single Vision,Packed,Durgapur,0,28,24,0,1
Progressive,Packed,Bangalore,0,38,72,3,1
Single Vision,Production,Kolkata,1,48,24,2,1
Single Vision,Shipped,Durgapur,1,69,24,5,1
Bifocal,Prescription Verified,Bangalore,0,40,48,3,1
Bifocal,Production,Bangalore,1,21,48,5,0
Single Vision,Packed,Mumbai,1,69,24,4,1
Progressive,Production,Bangalore,1,20,72,4,0
Progressive,Order Placed,Delhi,1,39,72,4,1
Single Vision,Packed,Mumbai,0,84,24,5,1
Progressive,Packed,Kolkata,1,76,72,4,1
Single Vision,Shipped,Bangalore,1,88,24,2,0
Bifocal,QC,Mumbai,0,56,48,0,1
Bifocal,Shipped,Kolkata,0,29,48,5,1
Progressive,Order Placed,Durgapur,0,67,72,2,1
Progressive,Packed,Delhi,1,47,72,2,0
Progressive,Packed,Mumbai,0,6,72,2,1
Progressive,Order Placed,Mumbai,0,50,72,2,1
Bifocal,Order Placed,Mumbai,0,3,48,5,1
Single Vision,Packed,Kolkata,1,10,24,5,0
Progressive,Order Placed,Kolkata,1,11,72,4,0
Single Vision,QC,Mumbai,0,77,24,5,1
Progressive,Production,Kolkata,0,14,72,0,1
Progressive,Prescription Verified,Mumbai,0,20,72,2,1
Single Vision,Lens Allocated,Kolkata,0,96,24,1,1
Bifocal,Lens Allocated,Mumbai,0,65,48,3,1
Bifocal,Shipped,Bangalore,1,45,48,4,1
Bifocal,Packed,Bangalore,0,13,48,3,1
Progressive,QC,Kolkata,0,78,72,5,1
Progressive,Order Placed,Mumbai,0,14,72,2,1
Bifocal,Packed,Mumbai,0,1,48,0,0
Progressive,Lens Allocated,Mumbai,1,66,72,0,1
Bifocal,Prescription Verified,Durgapur,1,94,48,4,1
Progressive,Order Placed,Kolkata,0,33,72,4,1
Bifocal,Lens Allocated,Mumbai,0,88,48,1,1
Progressive,Lens Allocated,Kolkata,1,85,72,0,1
Single Vision,Packed,Delhi,0,76,24,0,1
Single Vision,Packed,Bangalore,0,35,24,3,1
Single Vision,Production,Durgapur,1,12,24,1,0
Progressive,Shipped,Durgapur,0,14,72,4,1
Progressive,Order Placed,Delhi,0,44,72,1,1
Progressive,Packed,Kolkata,0,83,72,3,1
Bifocal,Shipped,Durgapur,0,93,48,0,1
Single Vision,Packed,Delhi,1,41,24,5,1
Single Vision,Packed,Kolkata,1,50,24,1,0
Bifocal,QC,Delhi,0,20,48,1,1
Single Vision,Order Placed,Mumbai,0,15,24,1,1
Single Vision,Production,Durgapur,0,67,24,4,1
Progressive,QC,Durgapur,1,23,72,0,0
Progressive,QC,Durgapur,1,91,72,4,1
Single Vision,Packed,Kolkata,1,18,24,1,0
Bifocal,Production,Durgapur,1,46,48,5,1
Bifocal,Order Placed,Delhi,0,80,48,0,1
Bifocal,Packed,Bangalore,1,55,48,1,0
Bifocal,Order Placed,Kolkata,0,92,48,2,1
Single Vision,QC,Delhi,0,35,24,5,1
Progressive,Packed,Bangalore,0,29,72,2,1
Bifocal,Packed,Kolkata,1,69,48,5,1
Bifocal,Prescription Verified,Durgapur,1,73,48,1,0
Progressive,Production,Kolkata,1,87,72,1,1
Single Vision,Shipped,Kolkata,0,53,24,0,0
Bifocal,Production,Durgapur,0,25,48,1,1
Single Vision,Production,Mumbai,1,15,24,2,0
Progressive,Lens Allocated,Bangalore,1,83,72,2,1
Bifocal,Shipped,Mumbai,0,99,48,2,1
Progressive,Order Placed,Durgapur,0,38,72,2,0
Single Vision,Order Placed,Kolkata,1,31,24,0,0
Bifocal,QC,Bangalore,0,72,48,1,0
Bifocal,QC,Durgapur,1,65,48,4,1
Bifocal,Shipped,Kolkata,0,17,48,4,0
Single Vision,QC,Durgapur,1,48,24,5,1
Progressive,Packed,Durgapur,1,97,72,3,1
Bifocal,Production,Bangalore,0,21,48,0,1
Bifocal,Lens Allocated,Delhi,0,25,48,2,0
Single Vision,Shipped,Delhi,0,47,24,5,1
Bifocal,Shipped,Durgapur,0,6,48,1,0
Bifocal,Lens Allocated,Delhi,1,74,48,5,1
Single Vision,Lens Allocated,Delhi,0,70,24,5,1
Progressive,Packed,Delhi,1,35,72,0,0
Bifocal,Shipped,Delhi,0,23,48,0,0
Single Vision,Prescription Verified,Delhi,0,11,24,5,1
Single Vision,Order Placed,Delhi,1,14,24,5,0
Single Vision,Production,Mumbai,0,75,24,0,0
Single Vision,Lens Allocated,Bangalore,0,98,24,5,1
Bifocal,Lens Allocated,Durgapur,0,63,48,4,1
Single Vision,Production,Delhi,0,59,24,1,1
Progressive,QC,Bangalore,1,64,72,0,1
Single Vision,QC,Delhi,1,4,24,4,0
Bifocal,QC,Mumbai,1,100,48,4,1
Bifocal,Packed,Delhi,0,85,48,0,1
Bifocal,Shipped,Bangalore,0,95,48,5,1
Progressive,Packed,Kolkata,0,70,72,0,1
Bifocal,Prescription Verified,Mumbai,1,96,48,3,0
Single Vision,Prescription Verified,Delhi,0,7,24,3,1
Progressive,Order Placed,Delhi,1,83,72,5,1
Single Vision,Production,Kolkata,0,65,24,3,1
Progressive,Prescription Verified,Bangalore,0,70,72,2,1
Bifocal,Prescription Verified,Bangalore,1,43,48,4,1
Bifocal,QC,Durgapur,0,65,48,2,1
Progressive,QC,Bangalore,0,21,72,3,1
Bifocal,Prescription Verified,Mumbai,0,51,48,1,1
Bifocal,Prescription Verified,Kolkata,1,4,48,2,0
Single Vision,QC,Kolkata,0,1,24,4,1
Progressive,Packed,Bangalore,0,21,72,1,1
Bifocal,Packed,Kolkata,1,8,48,5,0
Bifocal,Order Placed,Mumbai,1,86,48,4,1
Single Vision,Prescription Verified,Kolkata,0,80,24,4,1
Single Vision,Shipped,Kolkata,0,53,24,5,1
Progressive,Production,Delhi,1,9,72,2,0
Bifocal,Shipped,Durgapur,1,74,48,2,0
Progressive,Shipped,Kolkata,1,83,72,5,1
Bifocal,Production,Kolkata,0,62,48,1,1
Bifocal,Lens Allocated,Durgapur,1,73,48,0,0
Bifocal,Lens Allocated,Mumbai,1,94,48,5,1
Progressive,Lens Allocated,Kolkata,1,25,72,3,0
Single Vision,Prescription Verified,Bangalore,1,42,24,2,0
Progressive,Lens Allocated,Bangalore,1,98,72,3,0
Bifocal,Order Placed,Durgapur,1,52,48,0,0
Progressive,Shipped,Delhi,1,67,72,2,1
Bifocal,QC,Bangalore,0,79,48,1,1
Single Vision,Order Placed,Mumbai,0,79,24,4,1
Single Vision,QC,Bangalore,1,21,24,1,1
Bifocal,Production,Delhi,0,65,48,1,1
Progressive,Packed,Durgapur,1,72,72,1,1
Bifocal,Shipped,Bangalore,1,73,48,5,1
Bifocal,Production,Mumbai,1,22,48,1,0
Progressive,Lens Allocated,Kolkata,0,32,72,1,1
Single Vision,Order Placed,Kolkata,0,32,24,5,1
Progressive,Production,Delhi,1,69,72,4,1
Progressive,Lens Allocated,Durgapur,1,14,72,0,0
Bifocal,Lens Allocated,Bangalore,1,57,48,4,1
Single Vision,Packed,Mumbai,0,53,24,1,1
Single Vision,Packed,Bangalore,1,86,24,2,0
Progressive,Packed,Durgapur,0,16,72,4,1
Progressive,Prescription Verified,Durgapur,0,77,72,3,1
Progressive,QC,Kolkata,1,3,72,3,0
Single Vision,Production,Delhi,0,57,24,3,1
Bifocal,QC,Kolkata,1,84,48,1,1
Bifocal,Production,Bangalore,1,14,48,3,0
Single Vision,Prescription Verified,Delhi,1,1,24,5,1
Bifocal,Packed,Kolkata,1,47,48,5,1
Bifocal,Order Placed,Kolkata,0,34,48,2,1
Single Vision,Packed,Delhi,0,10,24,3,1
Progressive,Packed,Durgapur,0,15,72,0,0
Bifocal,Packed,Bangalore,1,53,48,0,1
Single Vision,Prescription Verified,Durgapur,1,99,24,5,1
Single Vision,Production,Durgapur,1,31,24,0,1
Single Vision,QC,Delhi,1,59,24,1,1
Progressive,QC,Kolkata,0,93,72,3,1
Single Vision,QC,Bangalore,1,9,24,1,0
Progressive,Prescription Verified,Durgapur,0,80,72,2,1
Single Vision,Prescription Verified,Kolkata,0,96,24,5,1
Progressive,Lens Allocated,Kolkata,1,74,72,4,0
Single Vision,Packed,Bangalore,1,41,24,3,1
Progressive,Lens Allocated,Bangalore,0,28,72,0,1
Single Vision,Lens Allocated,Kolkata,0,55,24,5,1
Progressive,Packed,Delhi,1,90,72,5,1
Single Vision,QC,Kolkata,1,76,24,2,1
Single Vision,Shipped,Delhi,1,50,24,1,0
Progressive,Order Placed,Mumbai,0,99,72,2,1
Bifocal,Packed,Mumbai,0,94,48,2,1
